images,labels
"[[[176 172 181]
  [185 180 186]
  [191 183 190]
  ..., 
  [ 84  97 113]
  [ 78  93 107]
  [ 73  86  99]]

 [[171 169 175]
  [179 176 181]
  [187 180 187]
  ..., 
  [ 79  89 106]
  [ 74  86 102]
  [ 81  93 111]]

 [[167 166 170]
  [176 174 178]
  [183 178 184]
  ..., 
  [ 72  82  99]
  [ 87  97 115]
  [ 81  91 109]]

 ..., 
 [[136 148 168]
  [142 152 167]
  [138 150 164]
  ..., 
  [162 178 195]
  [157 174 189]
  [158 173 189]]

 [[137 151 170]
  [141 152 167]
  [136 153 166]
  ..., 
  [157 175 192]
  [158 176 192]
  [155 171 187]]

 [[105 118 137]
  [ 99 114 129]
  [104 122 135]
  ..., 
  [154 174 191]
  [151 171 186]
  [151 170 185]]]",0
"[[[173 172 181]
  [182 179 187]
  [187 186 189]
  ..., 
  [ 77  95 112]
  [ 72  88 109]
  [ 70  85 104]]

 [[167 166 175]
  [177 176 184]
  [184 182 188]
  ..., 
  [ 71  89 106]
  [ 75  90 111]
  [ 73  89 106]]

 [[171 167 178]
  [171 172 180]
  [180 178 184]
  ..., 
  [ 73  91 108]
  [ 80  93 113]
  [ 75  86 104]]

 ..., 
 [[131 146 164]
  [136 149 165]
  [137 148 165]
  ..., 
  [158 178 196]
  [153 175 193]
  [151 176 192]]

 [[129 149 166]
  [132 147 163]
  [133 149 165]
  ..., 
  [155 175 193]
  [152 174 192]
  [149 174 191]]

 [[107 128 145]
  [107 122 138]
  [ 98 115 131]
  ..., 
  [150 172 190]
  [149 173 191]
  [144 168 186]]]",0
"[[[174 173 182]
  [182 179 187]
  [185 181 192]
  ..., 
  [ 72  81 102]
  [ 78  89 108]
  [ 67  81  99]]

 [[168 167 176]
  [178 175 183]
  [183 180 189]
  ..., 
  [ 78  86 109]
  [ 83  93 114]
  [ 74  92 109]]

 [[165 162 171]
  [173 172 176]
  [178 176 182]
  ..., 
  [ 82  92 110]
  [ 80  91 109]
  [ 74  90 107]]

 ..., 
 [[125 142 161]
  [133 147 163]
  [135 146 163]
  ..., 
  [155 177 195]
  [152 175 191]
  [153 176 192]]

 [[126 147 164]
  [131 148 163]
  [131 146 162]
  ..., 
  [152 175 191]
  [150 173 188]
  [147 170 185]]

 [[108 126 143]
  [102 115 132]
  [101 114 131]
  ..., 
  [154 177 192]
  [151 174 189]
  [147 170 185]]]",0
"[[[178 175 182]
  [180 177 185]
  [186 182 187]
  ..., 
  [ 74  87 103]
  [ 82  94 110]
  [ 74  87 103]]

 [[174 173 177]
  [178 177 182]
  [184 181 183]
  ..., 
  [ 84  96 114]
  [ 75  87 104]
  [ 81  93 109]]

 [[170 168 174]
  [174 171 178]
  [180 177 179]
  ..., 
  [ 79  91 109]
  [ 75  89 106]
  [ 75  88 103]]

 ..., 
 [[134 146 165]
  [137 148 167]
  [137 147 164]
  ..., 
  [158 178 196]
  [156 173 189]
  [155 171 187]]

 [[137 152 171]
  [137 149 167]
  [138 148 165]
  ..., 
  [156 176 193]
  [155 175 191]
  [153 172 187]]

 [[120 127 150]
  [113 121 142]
  [111 121 138]
  ..., 
  [153 174 189]
  [153 172 189]
  [150 168 185]]]",0
"[[[172 174 182]
  [182 181 186]
  [186 184 190]
  ..., 
  [ 80  97 118]
  [ 73  89 107]
  [ 74  89 106]]

 [[166 168 178]
  [175 176 183]
  [182 180 186]
  ..., 
  [ 73  92 113]
  [ 72  88 107]
  [ 77  93 110]]

 [[164 166 176]
  [171 171 179]
  [179 177 183]
  ..., 
  [ 73  93 111]
  [ 77  94 114]
  [ 81  96 115]]

 ..., 
 [[129 145 162]
  [132 149 166]
  [132 144 162]
  ..., 
  [154 178 198]
  [155 175 193]
  [152 172 190]]

 [[128 148 163]
  [131 148 163]
  [133 146 162]
  ..., 
  [151 175 195]
  [149 170 188]
  [149 171 189]]

 [[115 128 146]
  [ 97 112 129]
  [105 118 134]
  ..., 
  [147 171 189]
  [150 171 191]
  [145 169 187]]]",0
"[[[170 172 180]
  [182 180 189]
  [185 182 192]
  ..., 
  [ 76  93 112]
  [ 73  88 106]
  [ 77  90 106]]

 [[163 166 174]
  [177 177 186]
  [180 176 187]
  ..., 
  [ 79  95 112]
  [ 71  90 109]
  [ 71  87 103]]

 [[163 166 174]
  [172 172 181]
  [179 175 186]
  ..., 
  [ 80  95 115]
  [ 74  94 111]
  [ 74  93 108]]

 ..., 
 [[127 142 161]
  [131 145 162]
  [133 145 163]
  ..., 
  [152 174 192]
  [152 173 194]
  [149 171 189]]

 [[130 146 165]
  [135 148 165]
  [133 146 162]
  ..., 
  [150 172 190]
  [147 168 188]
  [147 169 187]]

 [[107 119 141]
  [103 117 133]
  [ 97 110 126]
  ..., 
  [148 169 190]
  [146 168 186]
  [145 166 186]]]",0
"[[[171 171 183]
  [178 178 187]
  [185 182 188]
  ..., 
  [ 74  88 107]
  [ 78  90 111]
  [ 72  88 109]]

 [[171 169 180]
  [173 176 186]
  [183 183 189]
  ..., 
  [ 72  86 104]
  [ 78  93 112]
  [ 69  86 105]]

 [[162 168 173]
  [168 174 178]
  [175 175 181]
  ..., 
  [ 82  95 111]
  [ 76  90 110]
  [ 77  93 110]]

 ..., 
 [[127 142 161]
  [129 142 159]
  [133 145 163]
  ..., 
  [152 176 196]
  [146 169 190]
  [145 169 187]]

 [[131 147 166]
  [135 147 165]
  [135 147 165]
  ..., 
  [147 171 191]
  [144 169 187]
  [143 167 185]]

 [[112 125 145]
  [101 114 132]
  [100 111 129]
  ..., 
  [144 168 186]
  [143 167 186]
  [142 166 184]]]",0
"[[[170 173 184]
  [179 180 190]
  [180 182 192]
  ..., 
  [ 72  87 106]
  [ 77  91 112]
  [ 79  93 116]]

 [[166 166 178]
  [171 173 183]
  [177 179 190]
  ..., 
  [ 73  88 107]
  [ 77  90 112]
  [ 80  92 116]]

 [[166 168 178]
  [169 174 180]
  [173 175 185]
  ..., 
  [ 85 100 119]
  [ 82  95 117]
  [ 82  94 118]]

 ..., 
 [[124 142 165]
  [130 145 168]
  [130 144 167]
  ..., 
  [147 171 193]
  [144 169 191]
  [145 169 193]]

 [[122 142 164]
  [131 145 168]
  [130 146 168]
  ..., 
  [147 171 193]
  [144 170 190]
  [145 169 191]]

 [[103 117 143]
  [106 120 143]
  [ 83  98 120]
  ..., 
  [146 170 192]
  [142 168 189]
  [140 164 188]]]",0
"[[[165 170 185]
  [179 179 191]
  [184 183 192]
  ..., 
  [ 77  96 111]
  [ 75  94 111]
  [ 65  84  99]]

 [[163 168 183]
  [175 177 189]
  [181 180 189]
  ..., 
  [ 69  91 107]
  [ 71  91 109]
  [ 77  95 113]]

 [[163 167 182]
  [170 173 185]
  [177 176 185]
  ..., 
  [ 72  96 114]
  [ 82 102 120]
  [ 74  93 114]]

 ..., 
 [[121 143 168]
  [128 148 169]
  [128 147 168]
  ..., 
  [147 171 193]
  [144 168 190]
  [145 169 191]]

 [[118 142 164]
  [126 146 168]
  [125 146 168]
  ..., 
  [145 169 192]
  [143 167 189]
  [141 165 187]]

 [[109 128 153]
  [ 99 119 141]
  [ 99 118 140]
  ..., 
  [142 166 188]
  [142 166 188]
  [142 166 189]]]",0
"[[[169 170 184]
  [180 178 191]
  [187 183 195]
  ..., 
  [ 86  98 122]
  [ 81  93 117]
  [ 76  88 112]]

 [[165 169 180]
  [176 175 187]
  [184 179 194]
  ..., 
  [ 86  99 125]
  [ 81  95 119]
  [ 83  99 120]]

 [[160 163 177]
  [166 170 184]
  [178 173 187]
  ..., 
  [ 78  91 117]
  [ 79  95 118]
  [ 69  88 109]]

 ..., 
 [[125 144 167]
  [129 145 168]
  [130 143 167]
  ..., 
  [150 174 194]
  [146 169 192]
  [142 166 188]]

 [[123 142 167]
  [129 145 168]
  [128 144 167]
  ..., 
  [144 168 190]
  [145 168 192]
  [141 165 187]]

 [[ 97 112 138]
  [ 87 102 126]
  [ 87 101 124]
  ..., 
  [144 168 190]
  [142 166 188]
  [139 163 187]]]",0
"[[[198 204 215]
  [206 213 223]
  [214 217 228]
  ..., 
  [120 142 170]
  [119 140 168]
  [112 128 157]]

 [[199 200 216]
  [202 209 221]
  [200 209 219]
  ..., 
  [114 135 163]
  [120 142 168]
  [119 137 165]]

 [[189 196 211]
  [200 203 217]
  [208 210 224]
  ..., 
  [125 141 170]
  [124 141 170]
  [105 126 157]]

 ..., 
 [[158 177 204]
  [161 180 205]
  [162 179 205]
  ..., 
  [179 203 227]
  [177 202 224]
  [178 201 227]]

 [[155 180 204]
  [158 180 205]
  [160 181 206]
  ..., 
  [177 201 223]
  [175 199 221]
  [179 202 228]]

 [[119 137 169]
  [132 146 173]
  [119 134 160]
  ..., 
  [177 201 223]
  [174 199 222]
  [173 198 224]]]",0
"[[[206 213 228]
  [216 222 237]
  [220 223 238]
  ..., 
  [127 148 179]
  [128 150 181]
  [118 143 173]]

 [[204 212 227]
  [212 219 234]
  [219 224 239]
  ..., 
  [121 147 180]
  [123 149 181]
  [127 151 181]]

 [[197 204 221]
  [209 214 229]
  [213 218 233]
  ..., 
  [125 150 186]
  [121 145 177]
  [149 171 199]]

 ..., 
 [[161 181 212]
  [164 186 214]
  [170 188 217]
  ..., 
  [183 210 236]
  [184 208 234]
  [180 207 233]]

 [[161 184 215]
  [166 186 214]
  [169 187 216]
  ..., 
  [179 209 234]
  [179 210 234]
  [181 208 234]]

 [[122 142 173]
  [110 130 158]
  [104 123 151]
  ..., 
  [180 209 236]
  [176 206 233]
  [177 206 231]]]",0
"[[[210 219 233]
  [219 225 239]
  [226 232 245]
  ..., 
  [121 149 180]
  [116 141 174]
  [121 146 179]]

 [[208 216 231]
  [217 223 238]
  [224 229 244]
  ..., 
  [118 144 174]
  [111 139 168]
  [117 144 174]]

 [[208 212 230]
  [213 218 233]
  [220 225 240]
  ..., 
  [117 146 173]
  [124 151 177]
  [117 145 175]]

 ..., 
 [[161 185 215]
  [163 186 214]
  [165 186 214]
  ..., 
  [176 199 221]
  [186 213 235]
  [183 210 236]]

 [[159 187 217]
  [162 183 211]
  [164 186 214]
  ..., 
  [144 168 188]
  [183 210 235]
  [180 211 236]]

 [[126 151 181]
  [107 129 157]
  [108 131 159]
  ..., 
  [119 143 163]
  [176 201 227]
  [180 207 233]]]",0
"[[[210 221 235]
  [220 225 240]
  [230 234 245]
  ..., 
  [109 132 160]
  [108 130 158]
  [110 132 160]]

 [[205 215 232]
  [217 224 239]
  [224 227 241]
  ..., 
  [106 136 163]
  [115 140 169]
  [114 138 168]]

 [[203 213 230]
  [212 220 234]
  [220 226 239]
  ..., 
  [107 136 163]
  [107 132 161]
  [113 139 169]]

 ..., 
 [[159 185 215]
  [165 189 216]
  [165 188 214]
  ..., 
  [103 113 123]
  [124 146 168]
  [183 208 234]]

 [[162 188 218]
  [166 188 216]
  [163 186 214]
  ..., 
  [ 84  93 102]
  [133 152 171]
  [179 203 227]]

 [[108 133 163]
  [107 124 153]
  [107 122 151]
  ..., 
  [ 73  83  93]
  [135 152 170]
  [133 157 180]]]",0
"[[[209 220 234]
  [223 229 243]
  [228 231 245]
  ..., 
  [107 131 159]
  [106 129 157]
  [103 125 153]]

 [[205 216 230]
  [219 226 240]
  [223 231 244]
  ..., 
  [107 129 157]
  [108 130 158]
  [111 133 161]]

 [[207 216 230]
  [214 221 236]
  [218 226 239]
  ..., 
  [114 136 164]
  [106 129 157]
  [100 124 152]]

 ..., 
 [[164 186 215]
  [163 189 216]
  [162 189 215]
  ..., 
  [ 79  87 100]
  [133 153 166]
  [160 184 206]]

 [[161 190 218]
  [162 189 216]
  [162 189 215]
  ..., 
  [ 82  90 100]
  [116 134 149]
  [139 158 178]]

 [[114 138 166]
  [102 125 152]
  [102 115 144]
  ..., 
  [ 67  75  85]
  [ 70  84  99]
  [101 117 134]]]",0
"[[[211 222 236]
  [220 228 243]
  [229 233 244]
  ..., 
  [ 97 127 154]
  [102 127 155]
  [104 125 156]]

 [[207 218 232]
  [219 227 241]
  [227 230 244]
  ..., 
  [102 132 159]
  [103 129 157]
  [107 129 157]]

 [[208 217 231]
  [212 220 234]
  [219 224 239]
  ..., 
  [103 132 159]
  [112 139 166]
  [104 126 154]]

 ..., 
 [[163 186 214]
  [164 190 215]
  [164 187 213]
  ..., 
  [128 143 159]
  [180 206 228]
  [183 208 234]]

 [[164 190 220]
  [168 189 217]
  [166 188 216]
  ..., 
  [119 131 148]
  [131 153 175]
  [181 206 232]]

 [[106 130 159]
  [100 113 143]
  [ 92 105 135]
  ..., 
  [ 98 105 124]
  [120 138 161]
  [170 195 221]]]",0
"[[[211 221 235]
  [221 228 243]
  [227 233 244]
  ..., 
  [100 127 154]
  [101 123 154]
  [100 124 154]]

 [[208 219 233]
  [216 223 238]
  [224 232 245]
  ..., 
  [ 99 125 153]
  [104 126 157]
  [107 128 159]]

 [[205 214 228]
  [209 219 233]
  [217 224 239]
  ..., 
  [ 97 121 149]
  [105 128 158]
  [ 99 120 151]]

 ..., 
 [[163 185 213]
  [163 189 215]
  [164 187 213]
  ..., 
  [182 212 235]
  [179 210 235]
  [178 209 234]]

 [[166 190 219]
  [169 189 218]
  [167 189 217]
  ..., 
  [181 208 231]
  [180 211 236]
  [176 208 233]]

 [[119 141 169]
  [111 126 156]
  [ 98 111 141]
  ..., 
  [166 190 213]
  [174 206 232]
  [174 207 233]]]",0
"[[[214 223 237]
  [220 229 243]
  [225 233 246]
  ..., 
  [105 131 161]
  [ 92 113 146]
  [103 124 155]]

 [[207 218 232]
  [215 225 239]
  [222 231 244]
  ..., 
  [100 123 153]
  [107 128 159]
  [108 129 160]]

 [[207 214 229]
  [210 220 234]
  [216 225 239]
  ..., 
  [104 124 157]
  [107 127 158]
  [107 128 159]]

 ..., 
 [[164 186 215]
  [164 188 215]
  [164 188 213]
  ..., 
  [183 210 236]
  [183 210 236]
  [184 211 238]]

 [[163 190 217]
  [168 190 218]
  [167 189 217]
  ..., 
  [186 213 239]
  [182 210 236]
  [178 207 234]]

 [[105 128 156]
  [114 128 157]
  [104 118 147]
  ..., 
  [182 209 235]
  [181 208 234]
  [178 205 231]]]",0
"[[[210 221 235]
  [220 228 243]
  [227 232 247]
  ..., 
  [112 138 168]
  [100 127 157]
  [ 94 118 148]]

 [[205 216 230]
  [217 225 239]
  [226 231 246]
  ..., 
  [ 97 124 151]
  [ 92 121 148]
  [101 125 153]]

 [[205 214 228]
  [213 220 235]
  [218 223 238]
  ..., 
  [ 97 124 151]
  [101 129 156]
  [ 95 119 147]]

 ..., 
 [[163 185 213]
  [165 189 216]
  [161 186 212]
  ..., 
  [189 216 242]
  [184 211 237]
  [182 213 238]]

 [[160 185 213]
  [163 188 216]
  [159 186 213]
  ..., 
  [187 214 240]
  [184 211 237]
  [181 211 236]]

 [[123 143 174]
  [108 125 154]
  [ 94 112 141]
  ..., 
  [186 214 238]
  [183 211 237]
  [177 211 235]]]",0
"[[[211 223 235]
  [222 229 241]
  [227 233 244]
  ..., 
  [ 99 126 153]
  [ 99 121 149]
  [102 123 151]]

 [[206 217 230]
  [214 225 238]
  [221 229 243]
  ..., 
  [ 95 122 149]
  [103 127 156]
  [103 125 153]]

 [[204 212 229]
  [210 219 235]
  [216 225 239]
  ..., 
  [ 95 119 147]
  [101 130 158]
  [105 130 158]]

 ..., 
 [[160 184 212]
  [163 186 213]
  [163 186 212]
  ..., 
  [188 218 243]
  [188 216 241]
  [183 214 239]]

 [[162 186 214]
  [164 186 214]
  [164 186 214]
  ..., 
  [187 216 241]
  [187 214 239]
  [182 213 238]]

 [[112 134 163]
  [ 96 112 141]
  [ 94 106 136]
  ..., 
  [186 213 239]
  [185 211 237]
  [180 210 235]]]",0
"[[[215 222 237]
  [220 227 242]
  [226 232 245]
  ..., 
  [ 97 125 155]
  [102 126 151]
  [103 125 153]]

 [[213 218 235]
  [216 223 240]
  [221 228 243]
  ..., 
  [103 127 155]
  [100 123 149]
  [106 128 156]]

 [[208 212 231]
  [212 221 238]
  [218 225 240]
  ..., 
  [103 125 153]
  [103 126 153]
  [102 124 152]]

 ..., 
 [[164 183 212]
  [165 186 214]
  [165 187 214]
  ..., 
  [190 217 243]
  [189 218 242]
  [183 215 238]]

 [[162 185 213]
  [166 187 215]
  [164 188 216]
  ..., 
  [190 217 243]
  [186 214 240]
  [183 214 239]]

 [[115 136 164]
  [ 99 117 144]
  [ 82  99 130]
  ..., 
  [189 216 242]
  [184 214 239]
  [183 214 239]]]",0
"[[[214 223 237]
  [219 227 242]
  [228 232 243]
  ..., 
  [103 127 155]
  [ 95 120 147]
  [ 95 119 147]]

 [[208 217 231]
  [215 224 238]
  [222 227 240]
  ..., 
  [101 123 151]
  [102 124 152]
  [110 132 160]]

 [[204 212 230]
  [213 221 237]
  [218 223 238]
  ..., 
  [ 99 121 149]
  [106 128 157]
  [104 126 154]]

 ..., 
 [[163 185 213]
  [160 186 213]
  [162 186 214]
  ..., 
  [189 220 245]
  [189 220 242]
  [188 219 242]]

 [[162 189 216]
  [163 185 213]
  [162 184 212]
  ..., 
  [189 220 245]
  [190 219 243]
  [184 215 238]]

 [[ 99 120 148]
  [100 114 143]
  [ 82  96 125]
  ..., 
  [186 216 241]
  [184 215 240]
  [184 215 240]]]",0
"[[[148 158 176]
  [140 147 166]
  [148 157 176]
  ..., 
  [ 94 117 133]
  [ 98 115 133]
  [101 121 140]]

 [[153 163 180]
  [139 151 167]
  [144 154 171]
  ..., 
  [ 99 122 138]
  [ 98 123 137]
  [ 96 121 137]]

 [[145 155 172]
  [137 152 168]
  [144 154 171]
  ..., 
  [ 93 117 139]
  [ 95 120 140]
  [ 98 122 144]]

 ..., 
 [[226 228 239]
  [197 195 194]
  [ 75  71  80]
  ..., 
  [199 208 222]
  [194 204 218]
  [121 127 142]]

 [[224 228 239]
  [118 114 114]
  [ 81  78  87]
  ..., 
  [196 207 221]
  [195 206 219]
  [197 204 217]]

 [[226 227 239]
  [ 96  81  86]
  [ 81  78  87]
  ..., 
  [197 204 219]
  [193 201 215]
  [194 203 216]]]",0
"[[[145 156 170]
  [141 154 168]
  [143 152 173]
  ..., 
  [101 124 140]
  [ 96 117 135]
  [ 99 121 142]]

 [[142 153 167]
  [141 152 166]
  [148 159 173]
  ..., 
  [ 98 122 138]
  [ 97 118 136]
  [ 99 120 141]]

 [[148 158 175]
  [147 157 172]
  [150 163 179]
  ..., 
  [ 93 120 134]
  [ 98 118 137]
  [ 99 120 142]]

 ..., 
 [[227 226 241]
  [206 194 198]
  [ 75  74  80]
  ..., 
  [198 207 220]
  [195 204 218]
  [131 135 153]]

 [[226 226 242]
  [140 127 134]
  [ 79  77  85]
  ..., 
  [195 202 216]
  [201 206 221]
  [195 201 214]]

 [[223 225 243]
  [107  88  98]
  [ 76  73  79]
  ..., 
  [201 205 220]
  [192 197 212]
  [196 202 217]]]",0
"[[[150 163 179]
  [139 155 171]
  [141 156 172]
  ..., 
  [ 92 119 133]
  [ 97 123 139]
  [ 99 121 146]]

 [[137 150 165]
  [139 151 171]
  [143 154 173]
  ..., 
  [ 96 122 138]
  [ 95 122 138]
  [ 98 122 144]]

 [[136 147 167]
  [142 151 173]
  [146 155 175]
  ..., 
  [ 97 120 138]
  [ 98 117 135]
  [ 95 119 137]]

 ..., 
 [[224 226 240]
  [220 211 210]
  [ 78  76  80]
  ..., 
  [201 204 219]
  [200 207 222]
  [122 126 144]]

 [[220 227 242]
  [132 117 123]
  [ 75  75  80]
  ..., 
  [195 204 218]
  [200 204 219]
  [202 208 221]]

 [[217 226 241]
  [103  84  95]
  [ 70  65  73]
  ..., 
  [201 206 221]
  [196 202 217]
  [199 204 219]]]",0
"[[[150 156 179]
  [145 152 172]
  [148 155 174]
  ..., 
  [ 96 119 139]
  [ 94 117 134]
  [ 97 121 140]]

 [[142 151 171]
  [147 155 176]
  [140 149 169]
  ..., 
  [100 123 143]
  [ 95 116 136]
  [ 94 118 138]]

 [[138 150 168]
  [141 152 167]
  [148 159 173]
  ..., 
  [105 121 143]
  [ 96 117 134]
  [ 94 118 136]]

 ..., 
 [[227 227 241]
  [217 202 209]
  [ 76  78  85]
  ..., 
  [200 207 222]
  [199 204 221]
  [120 127 144]]

 [[226 226 242]
  [134 118 124]
  [ 74  73  83]
  ..., 
  [199 204 219]
  [199 204 218]
  [198 205 220]]

 [[224 227 242]
  [100  81  87]
  [ 74  71  86]
  ..., 
  [197 204 219]
  [189 196 210]
  [195 202 217]]]",0
"[[[148 158 175]
  [142 152 165]
  [144 154 171]
  ..., 
  [103 119 136]
  [105 125 145]
  [ 93 115 137]]

 [[150 161 181]
  [140 147 164]
  [146 154 171]
  ..., 
  [ 95 116 134]
  [ 95 118 137]
  [ 94 118 139]]

 [[144 154 171]
  [145 154 169]
  [147 155 172]
  ..., 
  [ 96 120 138]
  [ 91 116 135]
  [ 90 115 131]]

 ..., 
 [[222 228 241]
  [210 200 200]
  [ 78  74  83]
  ..., 
  [200 207 222]
  [200 204 219]
  [118 123 139]]

 [[221 228 243]
  [150 134 138]
  [ 76  75  85]
  ..., 
  [198 203 218]
  [198 203 218]
  [197 204 219]]

 [[219 227 244]
  [ 98  80  86]
  [ 74  71  80]
  ..., 
  [201 208 223]
  [193 202 216]
  [195 204 218]]]",0
"[[[141 154 170]
  [147 157 175]
  [141 152 167]
  ..., 
  [ 88 112 130]
  [ 97 122 141]
  [ 97 122 142]]

 [[142 152 169]
  [144 154 171]
  [143 153 170]
  ..., 
  [ 92 116 135]
  [ 96 119 139]
  [ 97 121 141]]

 [[149 159 177]
  [145 155 171]
  [144 154 171]
  ..., 
  [ 97 120 142]
  [ 96 118 140]
  [ 99 117 140]]

 ..., 
 [[220 228 242]
  [209 194 198]
  [ 76  70  81]
  ..., 
  [206 206 222]
  [199 205 220]
  [112 119 134]]

 [[222 227 244]
  [129 111 116]
  [ 75  73  85]
  ..., 
  [194 197 212]
  [199 205 220]
  [194 201 216]]

 [[220 230 240]
  [108  89  94]
  [ 72  67  82]
  ..., 
  [203 206 221]
  [196 202 216]
  [194 203 217]]]",0
"[[[150 164 180]
  [142 152 169]
  [140 150 167]
  ..., 
  [ 96 120 138]
  [ 92 117 136]
  [ 93 118 138]]

 [[140 150 167]
  [142 155 171]
  [142 155 171]
  ..., 
  [ 98 119 140]
  [ 97 120 140]
  [106 130 150]]

 [[149 158 178]
  [146 157 174]
  [139 152 168]
  ..., 
  [ 95 116 138]
  [ 95 118 139]
  [ 93 117 137]]

 ..., 
 [[224 227 241]
  [206 192 197]
  [ 71  70  74]
  ..., 
  [200 205 220]
  [200 206 221]
  [121 122 142]]

 [[222 226 244]
  [151 134 137]
  [ 81  76  86]
  ..., 
  [192 201 215]
  [197 204 219]
  [199 208 222]]

 [[219 229 239]
  [101  80  85]
  [ 81  74  87]
  ..., 
  [198 202 217]
  [196 202 217]
  [194 203 217]]]",0
"[[[147 162 178]
  [147 157 174]
  [143 153 170]
  ..., 
  [ 99 121 139]
  [ 92 114 131]
  [ 95 115 139]]

 [[147 157 174]
  [143 154 168]
  [146 157 171]
  ..., 
  [ 92 111 132]
  [ 98 118 141]
  [103 125 150]]

 [[146 158 176]
  [140 150 165]
  [145 156 170]
  ..., 
  [ 94 117 139]
  [ 97 115 138]
  [ 95 116 141]]

 ..., 
 [[223 226 241]
  [204 194 200]
  [ 69  68  77]
  ..., 
  [196 205 219]
  [197 206 222]
  [138 137 155]]

 [[224 227 242]
  [132 116 119]
  [ 70  66  77]
  ..., 
  [193 202 216]
  [199 207 221]
  [195 204 218]]

 [[221 230 240]
  [ 96  76  85]
  [ 75  71  83]
  ..., 
  [201 204 222]
  [195 202 218]
  [194 202 216]]]",0
"[[[146 156 174]
  [147 157 174]
  [145 155 172]
  ..., 
  [ 92 116 138]
  [103 125 147]
  [104 126 151]]

 [[146 156 173]
  [145 155 171]
  [152 162 179]
  ..., 
  [ 94 118 140]
  [ 96 119 142]
  [ 97 121 144]]

 [[140 153 169]
  [142 154 168]
  [146 156 173]
  ..., 
  [ 94 118 140]
  [ 97 122 143]
  [ 95 119 137]]

 ..., 
 [[224 226 244]
  [217 202 205]
  [ 76  68  78]
  ..., 
  [197 209 221]
  [199 209 222]
  [126 126 142]]

 [[220 227 242]
  [137 119 123]
  [ 80  72  82]
  ..., 
  [192 202 216]
  [194 202 217]
  [200 207 222]]

 [[220 230 240]
  [100  80  93]
  [ 76  70  85]
  ..., 
  [200 203 219]
  [193 199 214]
  [194 204 215]]]",0
"[[[144 158 174]
  [148 158 173]
  [146 156 173]
  ..., 
  [ 99 121 139]
  [103 124 142]
  [106 129 147]]

 [[148 158 176]
  [145 157 172]
  [146 157 171]
  ..., 
  [ 93 114 135]
  [ 99 118 138]
  [ 97 122 142]]

 [[143 151 174]
  [141 154 168]
  [138 149 163]
  ..., 
  [102 120 143]
  [104 123 145]
  [ 93 117 139]]

 ..., 
 [[223 226 241]
  [195 181 185]
  [ 81  74  81]
  ..., 
  [197 206 219]
  [202 211 225]
  [128 125 144]]

 [[220 227 242]
  [130 112 116]
  [ 85  77  87]
  ..., 
  [189 200 214]
  [194 202 216]
  [198 205 218]]

 [[220 229 240]
  [ 99  79  89]
  [ 75  68  81]
  ..., 
  [202 203 219]
  [192 198 213]
  [196 204 217]]]",0
"[[[147 157 175]
  [143 153 171]
  [148 158 177]
  ..., 
  [104 125 147]
  [ 91 112 133]
  [ 95 117 136]]

 [[150 161 179]
  [141 151 169]
  [145 155 172]
  ..., 
  [ 98 122 142]
  [ 96 118 141]
  [101 123 148]]

 [[138 150 168]
  [144 154 171]
  [146 156 173]
  ..., 
  [ 95 119 137]
  [ 95 119 138]
  [ 94 117 139]]

 ..., 
 [[220 228 241]
  [206 195 195]
  [ 71  71  83]
  ..., 
  [196 205 219]
  [198 207 221]
  [123 128 143]]

 [[222 227 242]
  [121 105 109]
  [ 75  72  83]
  ..., 
  [192 201 215]
  [196 204 218]
  [197 206 220]]

 [[230 224 243]
  [101  80  90]
  [ 79  70  80]
  ..., 
  [192 201 215]
  [192 201 215]
  [194 203 217]]]",0
"[[[153 161 184]
  [151 159 183]
  [147 155 176]
  ..., 
  [ 93 112 133]
  [ 98 118 143]
  [ 92 112 137]]

 [[148 156 179]
  [147 156 176]
  [149 159 176]
  ..., 
  [ 97 121 141]
  [101 123 146]
  [ 95 115 140]]

 [[144 153 173]
  [138 147 167]
  [147 160 176]
  ..., 
  [ 97 122 138]
  [ 99 119 142]
  [ 98 118 143]]

 ..., 
 [[218 228 240]
  [199 194 190]
  [ 71  68  79]
  ..., 
  [203 208 223]
  [198 206 220]
  [120 120 136]]

 [[219 225 240]
  [126 109 114]
  [ 73  73  79]
  ..., 
  [198 203 218]
  [198 206 220]
  [192 202 216]]

 [[225 226 244]
  [108  86  96]
  [ 80  71  84]
  ..., 
  [199 204 219]
  [194 202 216]
  [194 203 217]]]",0
"[[[147 159 177]
  [146 158 176]
  [141 153 171]
  ..., 
  [ 98 122 142]
  [ 99 120 144]
  [ 96 116 141]]

 [[142 154 172]
  [143 155 172]
  [139 151 169]
  ..., 
  [ 92 116 138]
  [100 121 146]
  [ 97 116 142]]

 [[144 158 177]
  [134 147 165]
  [143 155 173]
  ..., 
  [ 99 123 142]
  [ 99 120 143]
  [ 99 120 142]]

 ..., 
 [[223 226 236]
  [205 193 196]
  [ 75  68  81]
  ..., 
  [196 205 219]
  [196 205 219]
  [114 117 132]]

 [[218 227 240]
  [149 134 135]
  [ 80  74  85]
  ..., 
  [195 204 218]
  [193 205 218]
  [197 205 219]]

 [[218 225 240]
  [ 98  77  85]
  [ 78  74  80]
  ..., 
  [199 208 222]
  [191 201 215]
  [194 203 217]]]",0
